"ID","Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"AR-364_PODS_2015-09-21_S_T0",364,"PODS","2015-09-21","Structural","Fall",0,0.747024617912449,0.497100407428072,0.763870127470016,0.495023066204468,0.516969744767894,0.541512944027279,0.35554759152227,0.624806031094681,0.43741225900769,0.492276120527517,0,0.57337975040354,0.598575602713354,0.579993291962475,0.470661069772103,0.547602168851724,0.365982028904845,0.3900395715191,0.453386794944307,0.51913957474322,0.47452018864387,0.548567776557138,0.51037273149518,0.544532406797079,1,0.464073959011083,0.389105156463852,0.86131909893128,1
"AR-364_TUGBOAT_2015-09-21_S_T0",364,"TUGBOAT","2015-09-21","Structural","Fall",0,0.630562141032329,0.352366347081846,0.551197529763892,0.583445608010426,0.492132486240614,0.380783746173274,0.500876930881997,0.461024713974534,0.328727465132088,0.342400236183006,0.57337975040354,0,0.291827379254728,0.449625209211242,0.37859734456467,0.373033297443709,0.435350662691843,0.415679761162009,0.350940453890253,0.368111407955918,0.352353775961404,0.320726378132179,0.387069411743297,0.592882844845822,0.927788136166582,0.356312082922252,0.554688345748641,0.900116408356443,0.859335015178274
"AR-370_BARGE_2015-09-09_S_T0",370,"BARGE","2015-09-09","Structural","Fall",0,0.501622029276227,0.353689844862631,0.500040140697784,0.581816087788833,0.480342025563472,0.446031535335195,0.564948373474478,0.475096164517003,0.430412670775992,0.386343266379429,0.598575602713354,0.291827379254728,0,0.421584312212029,0.38405161820487,0.417018258686471,0.459343685824003,0.495374835524037,0.281458906178878,0.342556601789904,0.336707008179054,0.322118202613016,0.447462101271267,0.646654498481784,1,0.352137707313979,0.547908221631919,0.869154028121243,0.907419186021525
"AR-370_LIBERTYSHIP_2015-09-03_S_T0",370,"LIBERTYSHIP","2015-09-03","Structural","Fall",0,0.514699230182867,0.472834526623245,0.626910222550966,0.675201255413411,0.532772379267979,0.509526189932804,0.574003931368741,0.50247465904573,0.495508766287362,0.523547694072249,0.579993291962475,0.449625209211242,0.421584312212029,0,0.536690756334614,0.50276676152265,0.584976430173249,0.549337483758083,0.393889555947676,0.436635777868694,0.455354294237744,0.423696397501818,0.516515091860505,0.713172607415319,1,0.497575805560714,0.637406218897946,0.924517577879799,1
"AR-370_NR1_2015-09-09_S_T0",370,"NR1","2015-09-09","Structural","Fall",0,0.643769991295424,0.476787895011785,0.680770776789954,0.544183851254442,0.493852796677656,0.311611982817038,0.412058719613104,0.569066939229101,0.324694035604924,0.246339648256823,0.470661069772103,0.37859734456467,0.38405161820487,0.536690756334614,0,0.479888185685849,0.409170215597105,0.434595014075132,0.393835783647576,0.42908667012255,0.300180719653123,0.425062838405114,0.524797162486278,0.526208330788273,1,0.258173833995152,0.3936449990439,0.81281309990495,1
"AR-370_NR2_2015-09-09_S_T0",370,"NR2","2015-09-09","Structural","Fall",0,0.640062444826125,0.425634281757088,0.611581073836192,0.500570815878193,0.562226371418334,0.487629810642288,0.516963430371961,0.58188924885154,0.465329876210166,0.386992580185989,0.547602168851724,0.373033297443709,0.417018258686471,0.50276676152265,0.479888185685849,0,0.437762026628118,0.464485925045024,0.355092264640228,0.388209154666525,0.398416009410492,0.376968583767174,0.417959671151097,0.615288267082197,1,0.345385951982881,0.517291015609074,0.906184505317748,0.868005362634712
"AR-370_PIPES_2015-09-03_S_T0",370,"PIPES","2015-09-03","Structural","Fall",0,0.639051195326471,0.399407428727065,0.651668152473584,0.423569352605779,0.580743193407318,0.525898472344754,0.554747721367225,0.590589618932909,0.47146967542855,0.360648224669681,0.365982028904845,0.435350662691843,0.459343685824003,0.584976430173249,0.409170215597105,0.437762026628118,0,0.395606578636565,0.267398571020803,0.41850722926343,0.279377715778636,0.437562424949922,0.458183340618695,0.557727207168127,1,0.402292807841682,0.459569195378001,0.82190776505691,0.873051411339763
"AR-370_PODS_2015-09-15_S_T0",370,"PODS","2015-09-15","Structural","Fall",0,0.626633565469404,0.366280618285855,0.650831226933681,0.48793069725236,0.474332401983328,0.5374599229602,0.36240273824099,0.523715747898193,0.437496478901382,0.407888530280132,0.3900395715191,0.415679761162009,0.495374835524037,0.549337483758083,0.434595014075132,0.464485925045024,0.395606578636565,0,0.376170771985011,0.341580155570379,0.354590507406935,0.458913599331005,0.405176367682099,0.470754461068847,0.909757289496486,0.47385538752292,0.401154149870048,0.900894272826074,1
"AR-372_NR1_2015-09-02_S_T0",372,"NR1","2015-09-02","Structural","Fall",0,0.524749940251703,0.257503673573174,0.529789241214933,0.417475330941641,0.494437562433162,0.422725873392124,0.512681986698557,0.442269895249594,0.391823071845645,0.340369736137246,0.453386794944307,0.350940453890253,0.281458906178878,0.393889555947676,0.393835783647576,0.355092264640228,0.267398571020803,0.376170771985011,0,0.189261618173487,0.235250708193725,0.283620694982321,0.311125753217159,0.53194957872662,1,0.329176065698974,0.446882269681821,0.878723959827409,0.914318735792322
"AR-372_NR2_2015-09-02_S_T0",372,"NR2","2015-09-02","Structural","Fall",0,0.534609114696196,0.330328958296089,0.544409464150853,0.426690093418151,0.532743493195114,0.448542803095304,0.544757687960097,0.428425231152574,0.408666710786863,0.361066069548054,0.51913957474322,0.368111407955918,0.342556601789904,0.436635777868694,0.42908667012255,0.388209154666525,0.41850722926343,0.341580155570379,0.189261618173487,0,0.196884182543524,0.281209040436708,0.291263637019268,0.606246827893874,0.92749716810484,0.379636931215225,0.470623993289336,0.899730481985151,0.929391516737246
"AR-372_PODS_2015-09-02_S_T0",372,"PODS","2015-09-02","Structural","Fall",0,0.559028638200952,0.327446835019417,0.566275051932425,0.441005664911386,0.526424749336861,0.386770149991381,0.498774423321019,0.47726816867175,0.372958179895975,0.338531313778006,0.47452018864387,0.352353775961404,0.336707008179054,0.455354294237744,0.300180719653123,0.398416009410492,0.279377715778636,0.354590507406935,0.235250708193725,0.196884182543524,0,0.284343918052972,0.357417939245234,0.601531230458588,1,0.378961318672825,0.457586061835462,0.878169837671973,0.913919797939755
"AR-372_RB1_2015-09-02_S_T0",372,"RB1","2015-09-02","Structural","Fall",0,0.531053665708139,0.309098297987802,0.501298912530401,0.510632669953796,0.477137257489887,0.324380971115058,0.472339543770398,0.44533052581728,0.365808408366596,0.343777702937279,0.548567776557138,0.320726378132179,0.322118202613016,0.423696397501818,0.425062838405114,0.376968583767174,0.437562424949922,0.458913599331005,0.283620694982321,0.281209040436708,0.284343918052972,0,0.320003997887617,0.566445168211361,0.913165279055425,0.297278996605752,0.501182999833691,0.904490450768212,0.932793237476039
"AR-372_TRAINCARS_2015-09-03_S_T0",372,"TRAINCARS","2015-09-03","Structural","Fall",0,0.522572564046756,0.323072898137443,0.534643021646823,0.525780478524489,0.461908409211328,0.477163158321384,0.504877657117746,0.522919168720219,0.501367569243266,0.428364160873289,0.51037273149518,0.387069411743297,0.447462101271267,0.516515091860505,0.524797162486278,0.417959671151097,0.458183340618695,0.405176367682099,0.311125753217159,0.291263637019268,0.357417939245234,0.320003997887617,0,0.635395360545003,1,0.44789026749584,0.45317787905582,0.923640655221671,0.946428202753609
"AR-378_NR1_2015-09-14_S_T0",378,"NR1","2015-09-14","Structural","Fall",0,0.762012921523393,0.59879143754559,0.772797612882787,0.533492968824239,0.654423416491783,0.582425401893282,0.554396519234692,0.759031474724778,0.541209295976611,0.567897249562266,0.544532406797079,0.592882844845822,0.646654498481784,0.713172607415319,0.526208330788273,0.615288267082197,0.557727207168127,0.470754461068847,0.53194957872662,0.606246827893874,0.601531230458588,0.566445168211361,0.635395360545003,0,0.894712511512164,0.514383627021371,0.385482339521521,0.857046881590759,1
"AR-378_NR1_2015-09-14_S_T0",378,"NR1","2015-09-15","Structural","Fall",0,1,1,1,1,1,1,1,1,0.922405613001537,1,1,0.927788136166582,1,1,1,1,1,0.909757289496486,1,0.92749716810484,1,0.913165279055425,1,0.894712511512164,0,1,1,1,1
"AR-378_PIPES_2015-09-14_S_T0",378,"PIPES","2015-09-14","Structural","Fall",0,0.627671920019224,0.410422936609202,0.59050694375635,0.37602903376326,0.45454368820419,0.314985357303119,0.424715777619872,0.486520974394421,0.326669807940162,0.224296672496571,0.464073959011083,0.356312082922252,0.352137707313979,0.497575805560714,0.258173833995152,0.345385951982881,0.402292807841682,0.47385538752292,0.329176065698974,0.379636931215225,0.378961318672825,0.297278996605752,0.44789026749584,0.514383627021371,1,0,0.367143295736827,0.859719085624412,0.801193404278393
"AR-378_PODS_2015-09-14_S_T0",378,"PODS","2015-09-14","Structural","Fall",0,0.6936411496451,0.458182225740459,0.723538726811026,0.518441592761816,0.516428673686896,0.537659025454754,0.432486419216401,0.650358866892804,0.457829695722629,0.399430518084751,0.389105156463852,0.554688345748641,0.547908221631919,0.637406218897946,0.3936449990439,0.517291015609074,0.459569195378001,0.401154149870048,0.446882269681821,0.470623993289336,0.457586061835462,0.501182999833691,0.45317787905582,0.385482339521521,1,0.367143295736827,0,0.857148838933749,1
"AR-378_RB1_2015-09-14_S_T0",378,"RB1","2015-09-14","Structural","Fall",0,0.931796941943171,0.90698692077961,0.939726286996402,0.836666137844469,0.910787386136034,0.890715993356671,0.871643382632737,0.924018568924808,0.892997828346493,0.860128995551745,0.86131909893128,0.900116408356443,0.869154028121243,0.924517577879799,0.81281309990495,0.906184505317748,0.82190776505691,0.900894272826074,0.878723959827409,0.899730481985151,0.878169837671973,0.904490450768212,0.923640655221671,0.857046881590759,1,0.859719085624412,0.857148838933749,0,1
"AR-378_RB1_2015-09-21_S_T0",378,"RB1","2015-09-21","Structural","Fall",0,1,0.869150661772906,0.915637478283729,0.883841762298027,1,0.922935458188275,1,0.94669646258272,0.924571393540309,0.900893530484717,1,0.859335015178274,0.907419186021525,1,1,0.868005362634712,0.873051411339763,1,0.914318735792322,0.929391516737246,0.913919797939755,0.932793237476039,0.946428202753609,1,1,0.801193404278393,1,1,0
