"Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","ID","Temp_avg","Temp_max","Temp_min","max_dep","min_dep","avg_dep","ver_rel_m","DRR","Structure_Type","Structure_Material","Reef_Type","Deployment_Year","Time_Since_Deployment_yrs","Depth_ft","DMF_Area_sqft","DMF_Notes","Longitude_DD","Latitude_DD","Table_ID","GIS_FID","NEAR_FID","Distance_to_HB","NR_FID","Distance_to_NR","AR_FID","Distance_to_AR","Distance_To_Nearest_Land_ft","Distance_To_Nearest_Land_miles","Notes","ABSA","ACAN","ARPR","BLEN","CAAR","CABAR","CACA","CACR","CANO","CAPE","CARA","CARU","CASU","CEOC","CEST","CHAE","CHFA","CHISC","CHOC","COGL","COPU","DEMA","DEPU","DESP","DIFO","DIHO","GERR","GNTH","GOBY","GRUN","HAAL","HAAU","HABI","HAPL","JDAM","LARH","MULL","MUMA","MYMI","MYPH","NOFI","OPMA","OPTA","PAAL","PADE","PALE","PAMA","PARA","PAUM","PORG","PSMA","RAEG","RYMA","SCMA","SEDU","SEFA","SERI","SESU","SPBA","SPHY","SPSP","STCA/STCH","STCH","STHI","STVA/STLE","SYFO","SYIN","SYSP","TAON","TETR","UNK","UPPA","WRAS"
330,"BARGE","2016-04-26","Structural","Spring",0,"AR-330_BARGE_2016-04-26_S",16.903,16.903,16.903,16.723417,16.29071275,16.5850898423022,0.43270425,0.0744871453358554,"SHIP","METAL","Artificial",2009,7,64,3775.935,"200 FT Deck Barge TBM IX",76.85133333,34.56326667,1,1,0,573.4517946,NA,NA,0,573.4517946,45683.28237,8.652136812,"Added to GIS",0,0,3.03066386053727,0,0,0,0,0,0,0,0,0,0,0,1.21126413197833,0,0,0,0,0,0,0,0,0,0,5.28421309188423,0,0,0,0,0,0,0,0,0,0,0,0,0.417131039870926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-09-08","Radiating","Fall",1,"AR-330_INDRA_2015-09-08_R_T1",27.583,27.665,27.567,18.615,15.3374,17.3097934693878,3.2776,0.975566817017355,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,1.44602624372616,0,0.537648435586762,0.231493312670862,0,0,0,0,0,0,0,0,60.80705535233,0.0662483755077496,0.596415831443354,0,0,0,0,0,108.129403317314,0.141151260733359,0.169011838237003,0.00833341358229272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132865911346914,18.8801391885129,0,0,0,0.48448708,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-09-08","Radiating","Fall",2,"AR-330_INDRA_2015-09-08_R_T2",27.5904647887324,27.665,27.567,18.629,18.2591,18.4327920187793,0.369900000000001,0.0763138917727899,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0191135220907,0.160416235747075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-09-08","Radiating","Fall",3,"AR-330_INDRA_2015-09-08_R_T3",27.6607621621622,27.665,27.567,18.71069921,18.45001514,18.5834021382162,0.26068407,0.05318574191835,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242188820027888,0,1.42911560051046,0,0,4.55550211148876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-09-08","Structural","Fall",0,"AR-330_INDRA_2015-09-08_S",27.6182947658402,27.665,27.567,15.04880596,12.28511937,14.4316006287603,2.76368659,0.894061534965031,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0.0246515575190275,0,0.0141112154538928,0,0,0,0,0,0,0,0.0565175354500857,0,0,3.15722783692571,0,0,0,0,0,0,19.699633954398,1.67757571900384,0,0.00828221723741498,1.81631964198218,0,0,0,0,0,2.00825294109561,0.490555753684142,0,0.0190467387813112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350025931070572,0,0,0,0.029417688578124,0,540.703717030667,0,0,0.231003234160167,20.566215059235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-12-11","Radiating","Winter",1,"AR-330_INDRA_2015-12-11_R_T1",18.045,18.045,18.045,19.6738,18.8372,19.1623184466019,0.836600000000001,0.225160781224184,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107122732885659,0,0,0,0.221215251736255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-12-11","Radiating","Winter",2,"AR-330_INDRA_2015-12-11_R_T2",18.045,18.045,18.045,19.24132159,18.87931709,19.0624395647619,0.362004499999998,0.0819705982411943,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3567360443486,0.0202048998019657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2015-12-11","Radiating","Winter",3,"AR-330_INDRA_2015-12-11_R_T3",18.045,18.045,18.045,19.33270731,18.92150558,19.1829257308696,0.411201729999998,0.0765915369237193,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104552700012428,0,0,0,0,0,0,0
330,"INDRA","2015-12-11","Structural","Winter",0,"AR-330_INDRA_2015-12-11_S",18.045,18.045,18.045,16.9557259,15.19612546,15.9617007684615,1.75960044,0.21877656203064,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0.00653415,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76180385896217,0,0,0,0,0,0,0,3.97745574187026,0,0,0.0943451610655007,0,0,0,0,0,1.0797195832336,0.0983672584362054,0,0,0,0,0,4.55016571657446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228435074499818,0,0,0,0,0,0,0.0147304754929576,0,0,0,0,0,0,0,0
330,"INDRA","2016-04-26","Radiating","Spring",1,"AR-330_INDRA_2016-04-26_R_T1",16.903,16.903,16.903,19.39007005,18.55358109,18.829701579902,0.836488959999997,0.248076052236394,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.83943467050805,0.261616277472373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2016-04-26","Radiating","Spring",2,"AR-330_INDRA_2016-04-26_R_T2",16.903,16.903,16.903,18.9070118,18.5324188,18.6572064871579,0.374593000000001,0.0838729518015474,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2016-04-26","Radiating","Spring",3,"AR-330_INDRA_2016-04-26_R_T3",16.903,16.903,16.903,18.96736856,18.77105597,18.8672702064646,0.196312590000002,0.0434807892286045,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,0,0,0,0,0.516670539524704,0,0,0,0,0,0,0,0.0256116457648838,0,0,0,0,0,0,0,0,0,0.0325830510558218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"INDRA","2016-04-26","Structural","Spring",0,"AR-330_INDRA_2016-04-26_S",16.903,16.903,16.903,17.11039436,12.03382565,15.0252668092442,5.07656871,0.889413532159449,"SHIP","METAL","Artificial",1992,24,63,13376.9415,"320 FT Landing Craft Repair Ship ""INDRA""",76.85191667,34.56176667,2,0,1,573.4517946,NA,NA,1,573.4517946,46204.48689,8.750849789,"Added to GIS",0,0,3.08235619905502,0,0,0,0,0,0,0,0,0,0,0,1.53745339575131,0,0,0,0,0,0,0,0,0,0,0.378887278891953,0,0,0,0,0,0,0,0,0,0,0,0,0.274897613410797,0,0,0,0,0,0,0,0.00341695818504602,0,0,0,0,0,0,0,0,0,0,0.0251187210476671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"PIPES","2015-09-08","Radiating","Fall",1,"AR-330_PIPES_2015-09-08_R_T1",27.665,27.665,27.665,19.0488,18.5558,18.7702705202312,0.492999999999999,0.117204406012237,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331711677124114,0.114990473547379,0,0,0,0,0,0,0,0,0,0.174817594158884,0,0,0,0,0,0,0.0196738793516057,0.103677230478763,0,0,0.0344672243429647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413796036379682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917868543072084,0,0,0,0,0,0,0
330,"PIPES","2015-09-08","Radiating","Fall",2,"AR-330_PIPES_2015-09-08_R_T2",27.665,27.665,27.665,18.8093,18.5381,18.6826127272727,0.2712,0.0453886511597557,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403531778411635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"PIPES","2015-09-08","Radiating","Fall",3,"AR-330_PIPES_2015-09-08_R_T3",27.665,27.665,27.665,18.848084,18.59093832,18.7072944040491,0.257145680000001,0.043495636652726,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"PIPES","2015-09-08","Structural","Fall",0,"AR-330_PIPES_2015-09-08_S",27.665,27.665,27.665,19.10162324,16.63189518,17.026846006215,2.46972806,0.552308389173492,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,3.11435546576846,0,0,0,0,0,0,0,0,0,0,0.537648435586762,0.482710581984692,0,0,0,0,0,0,0,0,0,0.0190816651555653,0,0,0,0,0,0,5.87726897157977,0.291069220684764,0,0,0,0,0,0,3.0996,0,0,0,0,0,0,0,0,0.0539898681496955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"PIPES","2016-01-15","Radiating","Winter",1,"AR-330_PIPES_2016-01-15_R_T1",13.846,13.846,13.846,18.95722971,18.69151025,18.8198500494521,0.26571946,0.0531665431515023,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"PIPES","2016-01-15","Radiating","Winter",2,"AR-330_PIPES_2016-01-15_R_T2",13.846,13.846,13.846,18.8093,18.5828,18.7098833333333,0.226500000000001,0.0492788128863822,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18703523410816,0,0,0,0,0,0,0
330,"PIPES","2016-01-15","Radiating","Winter",3,"AR-330_PIPES_2016-01-15_R_T3",13.846,13.846,13.846,18.9421,18.5769,18.7333335877863,0.365200000000002,0.0660579426432548,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22979207980628,0,0,0,0,0,0,0
330,"PIPES","2016-01-15","Structural","Winter",0,"AR-330_PIPES_2016-01-15_S",13.846,13.846,13.846,19.2272,17.0136,18.3439346320346,2.2136,0.510625936444009,"PIPES","CONCRETE","Artificial",1990,26,64,35841.317,"822 Tons Concrete Pipe",76.8544,34.55588333,3,2,24,831.4528983,NA,NA,24,831.4528983,47986.75493,9.088400554,"Added to GIS",0,0,61.1357686438647,0,0,0,0,0,1.55941697113154,0,0,0,0,0,45.3623645232448,0,0,0,0,0,0,0,0,0,0,3.54108037803979,0,0,0,0,0,0.544396221240587,0.0204963084158382,0,0,0,0,0,7.66746617006628,0,0,0,0,0,4.31046723052595,0,0,0,0.0559615605255497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"RB1","2015-10-15","Radiating","Fall",1,"AR-345_RB1_2015-10-15_R_T1",23.966,23.966,23.966,19.4056,19.091,19.2551234482759,0.314599999999999,0.078110039913247,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783514007620951,0,0,0,0,0,0,0,0,0,0,0.0740473095455321,0,0,0,0,0,0.288327996401674,0.000233428933167544,0,0,0,0,0,0.0412218977476097,0,0,0,0,0,0,0,0,0,0,0.0584057105760336,0,0,0,0,0,0,0,0,0,0,0,0,0.488376,0,0,0,0,0,0,0,0,0,0
345,"RB1","2015-10-15","Radiating","Fall",3,"AR-345_RB1_2015-10-15_R_T3",23.966,23.966,23.966,19.2816,19.0458,19.1494970588235,0.235800000000001,0.0464611391048428,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267813119024068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2831075296175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"RB1","2015-10-15","Structural","Fall",0,"AR-345_RB1_2015-10-15_S",23.9710337078652,24.062,23.966,19.49989623,18.48220088,19.1139709018727,1.01769535,0.308637451097345,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17909765326555,0,0,0,0,0,0,0,0,0,0,0.927800430080153,0,0,0,0,0,1.57702884295859,0.111542327055263,0,0,0,0,0,7.42603243170781,0,0,0,0,0,0,0,0,0,0.48970982638354,0,0,0,0.0369057195552387,0,0,0,0,0.012568924126517,0,0,0,0,0.35328125,0,0,0,0,0,0,0,0,0,0
