"abund","biom","S","shan","simp","simp_inv","J","Site","Subsite","Date","Transect_Type","Sampling_Period","Transect_Number","ID","Temp_avg","Temp_max","Temp_min","max_dep","min_dep","avg_dep","ver_rel_m","DRR","Structure_Type","Structure_Material","Reef_Type","Deployment_Year","Time_Since_Deployment_yrs","Depth_ft","DMF_Area_sqft","DMF_Notes","Longitude_DD","Latitude_DD","Table_ID","GIS_FID","NEAR_FID","Distance_to_HB","NR_FID","Distance_to_NR","AR_FID","Distance_to_AR","Distance_To_Nearest_Land_ft","Distance_To_Nearest_Land_miles","Notes"
3.55511592512834,1.42491973338851,2,0.68049096336473,0.487397266869002,1.95082845909143,0.981740938216049,345,"RB1","2016-01-27","Structural","Winter",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
1.18920711500272,0.721292643232926,1,0,0,1,NA,345,"RB1","2016-04-21","Radiating","Spring",1,"AR-345_RB1_2016-04-21_R_T1",16.523,16.523,16.523,18.7861,18.4146,18.5688831460674,0.371500000000001,0.0810339774919855,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
1,0.591228380344277,1,0,0,1,NA,345,"RB1","2016-04-21","Radiating","Spring",2,"AR-345_RB1_2016-04-21_R_T2",16.523,16.523,16.523,18.8434,18.4539,18.6147589285714,0.389499999999998,0.0752756215440412,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
2.68455589622394,2.88315630830304,2,0.686630668581577,0.493497655344507,1.97432452297959,0.990598660484915,345,"RB1","2016-04-21","Radiating","Spring",3,"AR-345_RB1_2016-04-21_R_T3",16.523,16.523,16.523,18.9431,18.469,18.6899171171171,0.4741,0.106152947009898,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
13.2315935932713,6.9368931026066,9,2.13052909226658,0.872732685149348,7.85747700557285,0.969645576625355,345,"RB1","2016-04-21","Structural","Spring",0,"AR-345_RB1_2016-04-21_S",16.523,16.523,16.523,18.9114,17.8533,18.4587957345972,1.0581,0.320271916956894,"REEF_BALLS","CONCRETE","Artificial",2000,16,65,14375.0054,"75 Reef Balls",76.97246667,34.53895,5,3,27,205.5297521,NA,NA,27,205.5297521,47133.59483,8.926817203,"Added to GIS"
8.78327020174215,4.53304695612506,6,1.76145361977363,0.823237949025149,5.65732290661346,0.983085983372824,345,"RB2","2015-10-15","Radiating","Fall",1,"AR-345_RB2_2015-10-15_R_T1",23.966,23.966,23.966,18.4649,18.2078,18.3047194029851,0.257100000000001,0.0480588227879254,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
1,0.189313883392993,1,0,0,1,NA,345,"RB2","2015-10-15","Radiating","Fall",2,"AR-345_RB2_2015-10-15_R_T2",23.966,23.966,23.966,18.4257,18.1896,18.3153651006711,0.2361,0.0457041262052535,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
16.5989896757951,10.7714705687073,10,2.25965578470522,0.891190067666477,9.19033748623983,0.981356038298238,345,"RB2","2015-10-15","Structural","Fall",0,"AR-345_RB2_2015-10-15_S",23.966,23.966,23.966,18.69695392,17.49648713,18.1219818469565,1.20046679,0.32634241723369,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
2.99069756244244,0.892704051665843,2,0.693147180559945,0.5,2,1,345,"RB2","2016-04-21","Radiating","Spring",1,"AR-345_RB2_2016-04-21_R_T1",16.523,16.523,16.523,17.8888,17.5232,17.708468627451,0.365600000000001,0.078492858955502,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
0,0,0,0,1,Inf,0,345,"RB2","2016-04-21","Radiating","Spring",2,"AR-345_RB2_2016-04-21_R_T2",16.523,16.523,16.523,17.8526,17.5866,17.7087628571429,0.265999999999998,0.057634223368557,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
0,0,0,0,1,Inf,0,345,"RB2","2016-04-21","Radiating","Spring",3,"AR-345_RB2_2016-04-21_R_T3",16.523,16.523,16.523,17.8194,17.5897,17.6960598290598,0.229700000000001,0.0503315457051935,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
12.5364565767343,7.69617173002755,8,1.99953355134096,0.853784093140107,6.83920116132247,0.961572379536901,345,"RB2","2016-04-21","Structural","Spring",0,"AR-345_RB2_2016-04-21_S",16.523,16.523,16.523,17.7936,16.6824,17.3562983240223,1.1112,0.316669001770885,"REEF_BALLS","CONCRETE","Artificial",2000,16,62,5281.9022,"50 Ultra Reef Balls and 1 Reef Ball",76.97675,34.53995,4,4,25,597.7748408,NA,NA,25,597.7748408,46308.73931,8.770594566,"Added to GIS"
22.8404049503303,11.0773004361034,11,2.14607693066191,0.848620337920468,6.60590720221466,0.894983594574343,345,"TITAN","2015-10-15","Radiating","Fall",1,"AR-345_TITAN_2015-10-15_R_T1",23.966,23.966,23.966,19.3814,19.1788,19.2845798076923,0.2026,0.0462245141112052,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
10.2355347182594,4.49291240409233,5,1.4876829689559,0.749220878589854,3.98757278666956,0.924349400161661,345,"TITAN","2015-10-15","Radiating","Fall",2,"AR-345_TITAN_2015-10-15_R_T2",23.966,23.966,23.966,19.55065851,19.09407013,19.3222912387963,0.456588380000003,0.0839520952633486,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
26.4526110144041,16.0885550665257,13,2.43483344006921,0.900491909610152,10.0494341322625,0.949271545259239,345,"TITAN","2015-10-15","Structural","Fall",0,"AR-345_TITAN_2015-10-15_S",23.966,23.966,23.966,18.38714067,15.91850136,17.538480685516,2.46863931,0.565536243975964,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
2.9212579225716,1.42638916632222,2,0.675780890956757,0.482734474949808,1.9332430861364,0.974945740110839,345,"TITAN","2016-01-27","Radiating","Winter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
0,0,0,0,1,Inf,0,345,"TITAN","2016-01-27","Radiating","Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
9.29111172001412,6.56102143036895,5,1.51254832913988,0.758956242304762,4.14862433925521,0.939799117104375,345,"TITAN","2016-01-27","Structural","Winter",0,"AR-345_TITAN_2016-01-27_S",12.787,12.787,12.787,19.50445531,15.21055121,16.3317907772269,4.2939041,1.06682477895881,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
13.0756815471552,7.54178388988437,7,1.86177751615858,0.832631281570074,5.97483215131795,0.956764379415168,345,"TITAN","2016-04-21","Radiating","Spring",1,"AR-345_TITAN_2016-04-21_R_T1",16.523,16.523,16.523,19.0941,18.7136,18.8591983333333,0.380500000000001,0.0874467616990626,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
2.49534878122122,0.830447611621457,2,0.673312816686116,0.480297121074867,1.92417637183045,0.97138506160004,345,"TITAN","2016-04-21","Radiating","Spring",2,"AR-345_TITAN_2016-04-21_R_T2",16.5266893203883,16.618,16.523,19.0669,18.7377,18.8941941747573,0.3292,0.0731430291335539,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
2,0.988080133382502,2,0.693147180559945,0.5,2,1,345,"TITAN","2016-04-21","Radiating","Spring",3,"AR-345_TITAN_2016-04-21_R_T3",16.5270598290598,16.618,16.523,19.1243,18.5143,18.8422837606838,0.610000000000003,0.100001396505133,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
18.7619811920202,8.99254394984966,12,2.41228194376851,0.903308779069526,10.3422005677129,0.970773668288228,345,"TITAN","2016-04-21","Structural","Spring",0,"AR-345_TITAN_2016-04-21_S",16.618,16.618,16.618,18.919,16.9432,17.986417961165,1.9758,0.474218311069777,"SHIP","METAL","Artificial",2004,12,64,2631.2028,"116 FT Tug Boat ""TITAN""",76.9749,34.5357,6,5,26,328.011708,NA,NA,26,328.011708,47951.97908,9.08181422,"Added to GIS"
